Species,12S,16S,cytb,CXCR4,H3A,NCX1,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Pseudoeurycea.leprosa,NA,DQ640033,AF380780,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.longicauda,NA,AF451246,AF380757,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.lynchi,NA,AF451225,AF451204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.maxima,NA,AY864693,AY864684,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.melanomolga,NA,AF451228,AF451200,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.mystax,NA,DQ640035,AF380756,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.naucampatepetl,NA,NA,AY864683,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.nigromaculata,NA,AF451239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.obesa,NA,AY762354,AY762358,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.papenfussi,NA,AY762352,AY762356,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.rex,NA,AF451237,AY691757,NA,NA,NA,NA,AY650125,NA,NA,NA,NA
Pseudoeurycea.robertsi,NA,AF380831,AF380792,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.ruficauda,NA,AY354473,AY354476,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.saltator,NA,AF380812,AF380773,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.scandens,NA,AF451244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.smithi,NA,AF451224,AF451203,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.tenchalli,NA,AF451223,AF451202,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.unguidentis,NA,AF380814,AF380775,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea.werleri,NA,DQ640034,AF451205,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohynobius.flavomaculatus,AY916013,AY916013,DQ335719,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohynobius.shuichengensis,FJ532060,FJ532060,DQ335714,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopaludicola.falcipes,AY843741,AY843741,AY843987,NA,DQ284117,NA,NA,AY844507,NA,AY844930,NA,AY844168
Pseudophryne.bibronii,AY843742,AY843742,AY843988,NA,NA,NA,NA,NA,NA,AY844931,NA,NA
Pseudophryne.coriacea,DQ283312,DQ283311,NA,NA,DQ284314,NA,NA,NA,DQ283956,DQ282806,NA,NA
Pseudotriton.montanus,NA,EF107217,NA,EF107499,NA,EF107280,NA,EF107339,NA,NA,EF107443,NA
Pseudotriton.ruber,AF290190,NA,AY528404,NA,NA,NA,EU275854,AY650123,NA,NA,NA,NA
Psychrophrynella.iatamasi,NA,AM039644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrophrynella.wettsteini,EU186696,EU186696,NA,GQ345189,NA,GQ345237,GQ345266,EU186755,NA,GQ345316,GQ345335,EU186776
Ptychadena.aequiplicata,NA,AY517618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.anchietae,AF261249,AF261267,DQ525961,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.bibroni,NA,AY517602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.cooperi,AF122007,DQ283067,NA,NA,NA,NA,NA,NA,DQ283792,NA,NA,NA
Ptychadena.longirostris,NA,AY517606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.mahnerti,NA,DQ525918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.mascareniensis,NA,DQ283031 ,AY341734,EF017992,DQ284052,EF018017,NA,AY571658,AY880662,NA,NA,AY341753
Ptychadena.newtoni,NA,DQ525935,DQ525955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.oxyrhynchus,AF215205,AF215409,DQ525965,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.porosissima,NA,AF215411,DQ525963,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.pumilio,NA,DQ525942,DQ525958,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.subpunctata,AF215206,AF215410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.taenioscelis,NA,DQ525943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychadena.tellinii,NA,AY517608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptychohyla.dendrophasma,AY843623,AY843623,AY843852,NA,NA,NA,DQ055790,AY844414,NA,AY844821,NA,AY844069
Ptychohyla.euthysanota,AY843744,AY843744,AY843990,NA,NA,NA,NA,AY844509,NA,AY844933,NA,AY844170
Ptychohyla.hypomykter,AY843745,AY843745,AY843991,NA,NA,NA,DQ055809,NA,NA,NA,NA,NA
Ptychohyla.leonhardschultzei,AY843746,AY843746,AY843992,NA,NA,NA,NA,AY844510,NA,AY844934,NA,AY844171
Ptychohyla.spinipollex,AY843748,AY843748,AY843994,NA,NA,NA,AY819138,AY844512,NA,AY844936,NA,AY844173
Ptychohyla.zophodes,AY843749,AY843749,AY843995,NA,NA,NA,DQ388719,AY844513,NA,AY844937,NA,AY844174
Pyxicephalus.adspersus,DQ022340,AF215505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyxicephalus.edulis,DQ022341,DQ022366,NA,EF107494,DQ284195,EF107274,NA,NA,DQ283853,DQ282711,EF107438,DQ282941
Ramanella.obscura,NA,AF215382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramanella.variegata,GU136098,EF017963,NA,EF017982,NA,EF018038,NA,EF018052,NA,NA,NA,NA
Rana.adenopleura,DQ359957,DQ283117 ,NA,NA,DQ284163,NA,NA,NA,DQ283829,DQ282685,NA,DQ360041
Rana.alticola,AB200937,AB200961,NA,NA,NA,NA,NA,EU076751,NA,NA,NA,EU076789
Rana.amamiensis,AB200923,AB200947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.amurensis,DQ359979,NA,NA,NA,NA,NA,GU225931,NA,DQ360032,NA,NA,DQ360063
Rana.andersonii,DQ359965,EF453745,NA,NA,NA,NA,NA,NA,DQ360018,NA,NA,DQ360049
Rana.archotaphus,NA,NA,NA,NA,NA,NA,NA,EF088234,NA,NA,NA,EU076756
Rana.areolata,AY779229,AY779229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.arfaki,DQ283203,DQ283203 ,NA,NA,DQ284235,NA,NA,NA,DQ283886,DQ282746,NA,DQ282949
Rana.arvalis,AB058865,AB058883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.asiatica,AB058866,AB058884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.aurantiaca,AB167909,AB167937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.aurora,DQ283189,DQ283189 ,NA,NA,DQ284223,NA,NA,DQ019509,DQ283876,DQ282734,NA,DQ282944
Rana.bacboensis,AF206099,DQ650569,NA,NA,NA,NA,NA,EF088254,NA,NA,NA,EU076777
Rana.banaorum,AF206106,AF206487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.banjarana,NA,DQ835319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.baramica,NA,DQ835353,NA,NA,NA,NA,NA,EF088265,NA,NA,NA,EU076790
Rana.bedriagae,AY043033,AY147937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.bergeri,AJ222650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.berlandieri,AY779235,AY779235,NA,NA,NA,NA,NA,DQ019510,NA,NA,NA,NA
Rana.blairi,AY779237,AY779237,NA,NA,NA,NA,NA,NA,NA,NA,NA,EU769546
Rana.boylii,DQ347051,AY779192,NA,NA,NA,NA,NA,DQ347277,DQ347396,NA,NA,DQ347184
Rana.brownorum,AY115122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.bwana,AY779212,AY779212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.capito,DQ283187,DQ283187 ,NA,NA,DQ284221,NA,NA,NA,DQ283874,DQ282732,NA,NA
Rana.cascadae,AY779197,AY779197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.catesbeiana,DQ283257,DQ283257,AY210362,NA,NA,NA,AY819103,EF493448,DQ283926,DQ282778,NA,DQ360044
Rana.cerigensis,NA,AY147979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.chalconota,AB200932,DQ283139,NA,NA,DQ284179,NA,NA,DQ347220,AY322232,DQ282695,NA,EU076791
Rana.chaochiaoensis,DQ359975,DQ289107,AF274927,NA,NA,NA,NA,NA,DQ360028,NA,NA,DQ360059
Rana.chapaensis,AF206079,AF206460,NA,NA,DQ284352,NA,NA,EU076752,DQ283987,DQ282833,NA,EU076792
Rana.chensinensis,DQ359977,DQ289118,AF274918,NA,NA,NA,GU225917,NA,DQ360030,NA,NA,DQ360061
Rana.chiricahuensis,DQ283270,DQ283270 ,NA,NA,DQ284290,NA,NA,NA,DQ283934,NA,NA,DQ282962
Rana.chloronota,AF206104,AF206485,NA,NA,NA,NA,NA,EF088256,DQ284008,DQ282854,NA,EU076779
Rana.clamitans,AY779204,DQ283185 ,DQ792687,NA,DQ284219,NA,NA,DQ347262,DQ347381,DQ282730,NA,DQ347169
Rana.compotrix,NA,NA,NA,NA,NA,NA,NA,EF088235,NA,NA,NA,EU076757
Rana.cretensis,AJ318087,AY147980,DQ474150,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.cubitalis,NA,DQ650392,NA,NA,NA,NA,NA,EF088267,NA,NA,NA,EU076793
Rana.cucae,NA,NA,NA,NA,NA,NA,NA,EF088237,NA,NA,NA,EU076759
Rana.curtipes,DQ346968,GU136111,AF249079,NA,NA,NA,NA,DQ347209,AF249117,NA,NA,EU076794
Rana.daemeli,DQ283201,DQ283201 ,NA,NA,DQ284233,NA,NA,NA,DQ283884,DQ282744,NA,DQ282948
Rana.dalmatina,AY043038,AY147941,AY147962,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.daorum,AF206101,AF206482,NA,NA,NA,NA,NA,EF088238,NA,NA,NA,EU076760
Rana.dunni,AY779222,AY779222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.dybowskii,DQ289100,DQ289125,AF205090,NA,NA,NA,GU225924,NA,NA,NA,NA,NA
Rana.emeljanovi,AF205561,AF315155,NA,NA,NA,NA,NA,NA,AY322218,NA,NA,AY322362
Rana.epeirotica,AJ002595,DQ474207,DQ474155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.erythraea,AF206094,AF206475,NA,NA,NA,NA,NA,EF088268,AY322228,DQ282694,NA,EU076795
Rana.eschatia,NA,EF487514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.esculenta,AB023396,NA,AB029944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.faber,NA,NA,NA,NA,NA,NA,NA,EF088269,NA,NA,NA,EU076796
Rana.forreri,DQ283103,DQ283103 ,NA,NA,DQ284152,NA,NA,NA,DQ283818,DQ282678,NA,NA
Rana.fukienensis,AB023393,NA,AB029941,NA,NA,NA,GU977670,NA,NA,NA,NA,NA
Rana.glandulosa,NA,EU604188,NA,NA,NA,NA,NA,EF088270,NA,NA,NA,EU076797
Rana.gracilis,DQ019583,AY014376,NA,NA,NA,NA,NA,DQ019499,NA,NA,NA,NA
Rana.graeca,AY043040,AY147942,AY147963 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.grahami,DQ283241,EU861555,NA,NA,DQ284267,NA,NA,EF088257,DQ360016,DQ282769,NA,DQ360047
Rana.grylio,DQ283186,DQ283186 ,AY083297,NA,DQ284220,NA,NA,NA,DQ283873,DQ282731,NA,NA
Rana.guentheri,DQ283266,AF206476,NA,NA,DQ284287,NA,NA,NA,DQ360024,DQ282783,NA,DQ360055
Rana.heckscheri,DQ283191,DQ283191 ,AY083300,NA,DQ284225,NA,NA,NA,DQ283878,DQ282736,NA,DQ282946
Rana.hejiangensis,DQ359984,EF453747,NA,NA,NA,NA,NA,NA,DQ360037,NA,NA,DQ360068
Rana.hmongorum,NA,EU861559,NA,NA,NA,NA,NA,EF088258,NA,NA,NA,EU076781
Rana.holsti,AY043047,AY147943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.hosii,AB200933,AB200958,NA,NA,NA,NA,NA,EF088259,NA,NA,NA,EU076782
Rana.huanrensis,DQ359978,DQ289122,AF274924,NA,NA,NA,GU225936,NA,DQ360031,NA,NA,DQ360062
Rana.hubeiensis,AF205547,AF315137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.iberica,AY043043,AY147944,AY147965,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.igorota,NA,NA,NA,NA,NA,NA,NA,EU076754,NA,NA,NA,EU076798
Rana.iriodes,NA,NA,NA,NA,NA,NA,NA,EF088239,NA,NA,NA,EU076761
Rana.ishikawae,AB200921,AB200945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.italica,AY043044,AY147945,EU595501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.japonica,AB058859,AB058877,AF077395,NA,DQ284177,NA,NA,NA,DQ283837,DQ282692,NA,NA
Rana.jimiensis,EU004610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.johnsi,AF206096,DQ283214 ,EU035175,NA,DQ284245,NA,NA,EF088271,DQ283894,DQ282754,NA,EU076799
Rana.juliani,AY779215,AY779215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.khalam,NA,NA,NA,NA,NA,NA,NA,EF088272,NA,NA,NA,EU076783
Rana.kukunoris,NA,NA,NA,NA,NA,NA,GQ285748,GQ285780,GQ285798,NA,NA,GQ285816
Rana.kunyuensis,DQ359980,DQ289111,NA,NA,NA,NA,GU225937,NA,DQ360033,NA,NA,DQ360064
Rana.kurtmuelleri,AJ222655,DQ474228,DQ474176,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.labialis,NA,EF487522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.latastei,AY043039,AY147946,AY147967,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.lateralis,AF206098,AF206479,NA,NA,NA,NA,NA,EF088273,NA,NA,NA,EU076800
Rana.laterimaculata,NA,EU604195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.latouchii,AB058862,AB058880,EU034929,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.lessonae,AB023395,AY147982,AY057100,NA,NA,NA,NA,NA,AY322243,NA,NA,AY322347
Rana.livida,DQ359969,DQ650613,NA,NA,NA,NA,NA,EF088260,DQ360022,NA,NA,DQ360053
Rana.longicrus,AB058863,AB058881,EU035176,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.luctuosa,NA,DQ861315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.luteiventris,AY779194,AY779194,EU708871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.luzonensis,DQ346990,DQ347293,NA,NA,NA,NA,NA,EU076755,DQ347351,NA,NA,DQ347135
Rana.macrocnemis,AY043048,AY147940,AY147960,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.macrodactyla,AF206108,AF206489,NA,NA,NA,NA,NA,NA,DQ360025,NA,NA,DQ360056
Rana.macroglossa,AY779243,AY779243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.maculata,DQ283303,DQ283303 ,NA,NA,DQ284309,NA,NA,NA,DQ283951,DQ282803,NA,DQ282967
Rana.magnaocularis,AY779239,AY779239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.malabarica,AB167908,AB167936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.maosonensis,DQ283373,EU754859,NA,NA,DQ284359,NA,NA,EF088274,DQ283993,DQ282838,NA,EU076802
Rana.margaretae,DQ359964,EU861566,NA,NA,NA,NA,NA,EF088261,DQ360017,NA,NA,DQ360048
Rana.megalonesa,NA,EF487497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.megatympanum,NA,NA,NA,NA,NA,NA,NA,EF088262,NA,NA,NA,EU076786
Rana.milleti,AF206109,AF206490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.minima,DQ359968,AF315153,NA,NA,NA,NA,NA,NA,DQ360021,NA,NA,DQ360052
Rana.miopus,AB200938,EU604196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.mocquardii,NA,EF487530,NA,NA,NA,NA,NA,EF088275,NA,NA,NA,EU076803
Rana.montezumae,AY779223,AY779223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.morafkai,AF206103,AF206484,NA,NA,NA,NA,NA,EF088263,NA,NA,NA,EU076787
Rana.muscosa,DQ283190,AY779195,AY680367 ,NA,DQ284224,NA,NA,NA,DQ283877,DQ282735,NA,DQ282945
Rana.narina,AB200924,AB200948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.neovolcanica,AY779236,AY779236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.nigromaculata,DQ283137,DQ283137 ,DQ006266,NA,DQ284178,AB526633,AB360151,AB360184,NA,DQ282693,AB526675,DQ360045
Rana.nigrovittata,DQ283371,EU754851,NA,NA,DQ284357,NA,NA,EF088276,AY322242,DQ282836,NA,EU076804
Rana.okaloosae,AY779203,AY779203,DQ826043,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.okinavana,AB058861,AB058879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.omeimontis,DQ289083,DQ289108,AF274928,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.omiltemana,AY779238,AY779238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.onca,AY779249,AY779249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.ornativentris,AB058857,AB058875,AF077400,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.palmipes,DQ347037,DQ283384 ,NA,NA,DQ284369,NA,NA,DQ347263,DQ347382,DQ282847,NA,DQ347170
Rana.palustris,AY779228,AY779228,NA,NA,NA,NA,NA,DQ347264,DQ347383,NA,NA,EU769551
Rana.parvaccola,NA,EF487450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.perezi,AY332763,AY147985,DQ902146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.picturata,NA,EU604171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.pipiens,DQ347039,Y10945,EU370725,NA,DQ284167,NA,NA,DQ347265,DQ347384,DQ282686,NA,EU769542
Rana.pirica,AB058854,AB058872,AF077398,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.plancyi,AF218720,NC_009264,AF205088,NA,NA,NA,GU977938,NA,NA,NA,NA,NA
Rana.pleuraden,DQ359958,DQ359989,NA,NA,NA,NA,NA,NA,DQ360011,NA,NA,DQ360042
Rana.porosa,AB036401,NA,AB029939,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.pretiosa,NA,NA,EU708876,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.psilonota,AY779217,AY779217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.pustulosa,AY779220,AY779220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.pyrenaica,EU746401,AY147950,EU746403,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.raniceps,NA,DQ835337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.ridibunda,FJ595208,AY147983,DQ474163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.rugosa,AB430352,AB430352,AF205093,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.saharica,AY332765,AY147984,DQ902147,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.sanguinea,DQ347047,DQ347331,NA,NA,NA,NA,NA,DQ347273,DQ347392,NA,NA,DQ347180
Rana.septentrionalis,AY779200,AY779200,AY083273,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.sevosa,AY779230,AY779230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.shqiperica,AJ222651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.shuchinae,DQ359973,DQ289126,NA,NA,NA,NA,NA,NA,DQ360026,NA,NA,DQ360057
Rana.siberu,NA,EU604198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.sierramadrensis,AY779216,AY779216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.signata,DQ346980,EU604157,NA,NA,NA,NA,NA,DQ347218,AY322237,NA,NA,AY322354
Rana.spectabilis,AY779232,AY779232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.sphenocephala,DQ347040,AY779252,NA,NA,NA,NA,NA,DQ347266,DQ347385,NA,NA,DQ347173
Rana.spinulosa,DQ359982,DQ360004,NA,NA,NA,NA,NA,NA,DQ360035,NA,NA,DQ360066
Rana.supranarina,AB200926,AB200950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.swinhoana,AB200929,AB200953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.sylvatica,DQ347052,DQ283387,EU203546,NA,DQ284373,NA,NA,DQ019511,DQ347397,DQ282849,NA,DQ347185
Rana.tagoi,AF218714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.taipehensis,DQ283396,AF206495,NA,NA,NA,NA,NA,NA,DQ360036,DQ282856,NA,DQ360067
Rana.tarahumarae,DQ347041,AY779218,NA,NA,NA,NA,NA,DQ347267,DQ347386,NA,NA,DQ347174
Rana.taylori,AY779244,AY779244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.temporalis,DQ346963,GU136113,NA,NA,NA,NA,NA,DQ347206,AF249118,NA,NA,AF249181
Rana.temporaria,AY326063,AY326063,AY522428,EF017988,DQ284269,EF018012,NA,AY323776,AF249119,NA,EF107369,AF249182
Rana.tiannanensis,AF206105,AF206486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.tientaiensis,DQ359954,DQ359985,NA,NA,NA,NA,NA,NA,DQ360007,NA,NA,DQ360038
Rana.tlaloci,AY779234,AY779234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.tsushimensis,AB058860,AB058878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.utsunomiyaorum,AB200928,AB200952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.vaillanti,AY779214,AY779214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.versabilis,DQ359962,EF453752,NA,NA,NA,NA,NA,NA,DQ360015,NA,NA,DQ360046
Rana.vibicaria,AY779208,AY779208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.virgatipes,AY779202,AY779202,AY083304,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana.vitrea,NA,NA,NA,NA,NA,NA,NA,EF088244,NA,NA,NA,EU076767
Rana.warszewitschii,DQ283256,DQ283256 ,NA,NA,DQ284280,NA,NA,NA,DQ283925,DQ282777,NA,DQ282958
Rana.weiningensis,DQ359966,DQ359996,NA,NA,NA,NA,NA,NA,DQ360012,NA,NA,DQ360050
Rana.yavapaiensis,DQ283272,DQ283272 ,NA,NA,DQ284292,NA,NA,NA,DQ283936,DQ282787,NA,NA
Rana.zhengi,DQ359974,DQ289104,NA,NA,NA,NA,NA,NA,DQ360027,NA,NA,DQ360058
Rana.zhenhaiensis,AY322318,AF315136,AF274926,NA,NA,NA,NA,NA,AY322217,NA,NA,AY322346
Rana.zweifeli,AY779219,AY779219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranodon.sibiricus,AY915999,AY915999,AY373460,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhacophorus.annamensis,DQ283047,DQ283047,NA,NA,NA,NA,NA,NA,DQ283776,NA,NA,NA
Rhacophorus.arboreus,AY880567,AY880523,NA,NA,NA,NA,NA,NA,AY880653,NA,NA,NA
Rhacophorus.bipunctatus,AY843750,AY843750,EU924602,NA,DQ284078,NA,NA,EU924518,EU924546,NA,NA,NA
Rhacophorus.calcaneus,DQ283380,DQ283380,NA,NA,DQ284366,NA,NA,NA,DQ283999,DQ282843,NA,DQ282991
Rhacophorus.chenfui,NA,NA,EU924603,NA,NA,NA,NA,EU924519,EU924547,NA,NA,NA
Rhacophorus.dennysi,AY880568,AY880524,EU924604,NA,NA,NA,NA,DQ019512,AY880654,NA,NA,NA
Rhacophorus.dugritei,EF564471,EF564541,EU924605,NA,NA,NA,GQ285736,GQ285768,EU215571,NA,NA,EU215601
Rhacophorus.feae,NA,NA,EU924606,NA,NA,NA,NA,EU924522,EU924550,NA,NA,NA
Rhacophorus.hui,NA,NA,EU924607,NA,NA,NA,NA,EU924523,EU215570,NA,NA,NA
Rhacophorus.hungfuensis,EU215538,EU215538,NA,NA,NA,NA,NA,NA,EU215568,NA,NA,NA
Rhacophorus.kio,EU215532,EU215532,NA,NA,NA,NA,GQ285734,GQ285766,EU215562,NA,NA,EU215592
Rhacophorus.lateralis,AY880569,AY880525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhacophorus.malabaricus,DQ346957,AF249050,AF249094,NA,NA,AY948802,NA,AY948912,AF249125,NA,AY948848,NA
Rhacophorus.maximus,NA,NA,EU924608,NA,NA,NA,NA,EU924524,EU924552,NA,NA,NA
Rhacophorus.minimus,NA,NA,EU924609,NA,NA,NA,NA,EU924525,EU215569,NA,NA,NA
Rhacophorus.moltrechti,AF118477,DQ468676,NA,NA,NA,NA,NA,NA,EU215573,NA,NA,EU215603
Rhacophorus.nigropunctatus,NA,NA,EU924611,NA,NA,NA,GQ285735,GQ285767,EU924554,NA,NA,NA
Rhacophorus.omeimontis,NA,NA,EU924612,NA,NA,NA,NA,EU924528,EU215565,NA,NA,NA
Rhacophorus.orlovi,DQ283049,DQ283049,NA,NA,NA,NA,NA,NA,DQ283778,NA,NA,NA
Rhacophorus.puerensis,EU215542,EU215542,NA,NA,NA,NA,NA,NA,EU215572,NA,NA,NA
Rhacophorus.reinwardtii,AY880571,AY880527,EU924615,NA,NA,NA,NA,EU924531,EU924559,NA,NA,NA
Rhacophorus.rhodopus,NA,NA,EU924616,NA,NA,NA,NA,EU924532,EU215560,NA,NA,NA
Rhacophorus.schlegelii,AY880572,AY880528,NC_007178,NA,NA,NA,NA,NA,AY880658,NA,NA,NA
Rhacophorus.taronensis,EU215537,EU215537,EU924617,NA,NA,NA,NA,EU924533,EU215567,NA,NA,EU215597
Rhamphophryne.festae,DQ158423,DQ158423,NA,DQ306521,NA,NA,DQ158265,NA,NA,NA,NA,NA
Rhamphophryne.macrorhina,AF375505,AF375532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamphophryne.rostrata,AF375506,AF375533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rheobates.palmatus,EU342508,DQ502263 ,DQ502694,NA,NA,NA,NA,NA,DQ503271,NA,NA,DQ503172
